time,REWS
0.0,16.899733
0.25,16.864687
0.5,16.876099
0.75,16.831547
1.0,16.809958
1.25,16.838671
1.5,16.846085
1.75,16.846582
2.0,16.827215
2.25,16.747663
2.5,16.719313
2.75,16.742107
3.0,16.74284
3.25,16.706434
3.5,16.631102
3.75,16.612017
4.0,16.562845
4.25,16.475199
4.5,16.407009
4.75,16.415667
5.0,16.391642
5.25,16.288441
5.5,16.281715
5.75,16.121384
6.0,16.074633
6.25,16.010323
6.5,15.984551
6.75,15.940901
7.0,15.905131
7.25,15.976122
7.5,16.000031
7.75,16.074051
8.0,16.070536
8.25,16.100544
8.5,16.11882
8.75,16.134466
9.0,16.170139
9.25,16.209929
9.5,16.186018
9.75,16.205952
10.0,16.211157
10.25,16.304995
10.5,16.370958
10.75,16.378746
11.0,16.390141
11.25,16.385115
11.5,16.340017
11.75,16.413855
12.0,16.478603
12.25,16.466249
12.5,16.468739
12.75,16.421101
13.0,16.354073
13.25,16.376099
13.5,16.392372
13.75,16.373854
14.0,16.354826
14.25,16.329456
14.5,16.234011
14.75,16.250889
15.0,16.21851
15.25,16.222805
15.5,16.197092
15.75,16.193064
16.0,16.227262
16.25,16.208689
16.5,16.231483
16.75,16.201948
17.0,16.165176
17.25,16.153826
17.5,16.143902
17.75,16.179472
18.0,16.170212
18.25,16.161205
18.5,16.161434
18.75,16.098309
19.0,16.153425
19.25,16.115112
19.5,16.108898
19.75,16.12347
20.0,16.113941
20.25,16.200481
20.5,16.247223
20.75,16.321793
21.0,16.308025
21.25,16.38891
21.5,16.43943
21.75,16.487154
22.0,16.5226
22.25,16.563074
22.5,16.574213
22.75,16.599974
23.0,16.590113
23.25,16.625147
23.5,16.590025
23.75,16.503832
24.0,16.459587
24.25,16.415674
24.5,16.395456
24.75,16.401741
25.0,16.393749
25.25,16.374836
25.5,16.463938
25.75,16.584597
26.0,16.588129
26.25,16.542589
26.5,16.498526
26.75,16.482719
27.0,16.452717
27.25,16.452063
27.5,16.45676
27.75,16.488403
28.0,16.508974
28.25,16.494253
28.5,16.468969
28.75,16.44702
29.0,16.395578
29.25,16.394604
29.5,16.388428
29.75,16.40103
30.0,16.387142
30.25,16.362444
30.5,16.41927
30.75,16.387772
31.0,16.330402
31.25,16.288988
31.5,16.282206
31.75,16.262648
32.0,16.248953
32.25,16.212011
32.5,16.167305
32.75,16.166702
33.0,16.107458
33.25,16.096306
33.5,16.091413
33.75,16.111935
34.0,16.128294
34.25,16.175013
34.5,16.194986
34.75,16.20875
35.0,16.223804
35.25,16.272085
35.5,16.264221
35.75,16.282614
36.0,16.276215
36.25,16.236399
36.5,16.251261
36.75,16.260746
37.0,16.260691
37.25,16.227222
37.5,16.224487
37.75,16.247009
38.0,16.257839
38.25,16.299498
38.5,16.316645
38.75,16.376722
39.0,16.400894
39.25,16.440714
39.5,16.403749
39.75,16.45278
40.0,16.543407
40.25,16.538666
40.5,16.564177
40.75,16.600677
41.0,16.66696
41.25,16.723398
41.5,16.759958
41.75,16.749235
42.0,16.772352
42.25,16.775417
42.5,16.767555
42.75,16.761799
43.0,16.831598
43.25,16.836178
43.5,16.83815
43.75,16.9266
44.0,17.035088
44.25,17.092327
44.5,17.159618
44.75,17.261215
45.0,17.301935
45.25,17.401024
45.5,17.415718
45.75,17.4666
46.0,17.461987
46.25,17.503288
46.5,17.547253
46.75,17.56793
47.0,17.577364
47.25,17.578222
47.5,17.566315
47.75,17.548201
48.0,17.484783
48.25,17.460285
48.5,17.418806
48.75,17.40374
49.0,17.445189
49.25,17.454035
49.5,17.459494
49.75,17.509165
50.0,17.550138
50.25,17.577143
50.5,17.592505
50.75,17.622038
51.0,17.62994
51.25,17.68483
51.5,17.683672
51.75,17.686798
52.0,17.736025
52.25,17.732683
52.5,17.754917
52.75,17.789097
53.0,17.812902
53.25,17.83139
53.5,17.804605
53.75,17.796907
54.0,17.776779
54.25,17.754404
54.5,17.755301
54.75,17.71122
55.0,17.614794
55.25,17.609968
55.5,17.534895
55.75,17.387714
56.0,17.309427
56.25,17.226355
56.5,17.149149
56.75,17.008204
57.0,16.955313
57.25,16.895142
57.5,16.832926
57.75,16.810444
58.0,16.721422
58.25,16.697786
58.5,16.724812
58.75,16.734093
59.0,16.701258
59.25,16.688711
59.5,16.661865
59.75,16.709341
60.0,16.750477
60.25,16.766136
60.5,16.814718
60.75,16.867701
61.0,16.896219
61.25,16.894922
61.5,16.920994
61.75,16.8615
62.0,16.829426
62.25,16.798462
62.5,16.786934
62.75,16.725416
63.0,16.747101
63.25,16.695438
63.5,16.655922
63.75,16.670574
64.0,16.634085
64.25,16.618156
64.5,16.624504
64.75,16.670023
65.0,16.674051
65.25,16.598753
65.5,16.55891
65.75,16.551046
66.0,16.592937
66.25,16.602777
66.5,16.584949
66.75,16.575396
67.0,16.49745
67.25,16.566793
67.5,16.557381
67.75,16.563219
68.0,16.575657
68.25,16.599081
68.5,16.560534
68.75,16.654127
69.0,16.615936
69.25,16.575851
69.5,16.584255
69.75,16.554533
70.0,16.57621
70.25,16.564222
70.5,16.580879
70.75,16.503164
71.0,16.549173
71.25,16.482836
71.5,16.469326
71.75,16.474207
72.0,16.458216
72.25,16.405815
72.5,16.366587
72.75,16.439304
73.0,16.463144
73.25,16.507124
73.5,16.558613
73.75,16.589207
74.0,16.614914
74.25,16.68844
74.5,16.777718
74.75,16.828863
75.0,16.916695
75.25,16.939514
75.5,17.015991
75.75,17.12051
76.0,17.218452
76.25,17.287432
76.5,17.343788
76.75,17.34211
77.0,17.395708
77.25,17.473209
77.5,17.52335
77.75,17.649359
78.0,17.719084
78.25,17.711243
78.5,17.719845
78.75,17.70517
79.0,17.770187
79.25,17.78511
79.5,17.706076
79.75,17.790527
80.0,17.828762
80.25,17.879406
80.5,17.886892
80.75,17.851728
81.0,17.903254
81.25,17.930113
81.5,18.007935
81.75,18.027773
82.0,18.086758
82.25,18.130991
82.5,18.159569
82.75,18.18055
83.0,18.257681
83.25,18.311497
83.5,18.342253
83.75,18.325998
84.0,18.361805
84.25,18.37393
84.5,18.364267
84.75,18.324728
85.0,18.220072
85.25,18.248573
85.5,18.126173
85.75,17.990232
86.0,17.890905
86.25,17.877085
86.5,17.848991
86.75,17.81558
87.0,17.756922
87.25,17.681469
87.5,17.562618
87.75,17.525537
88.0,17.473942
88.25,17.353058
88.5,17.357767
88.75,17.332266
89.0,17.283731
89.25,17.190907
89.5,17.146572
89.75,17.102566
90.0,17.086103
90.25,17.066883
90.5,17.00222
90.75,16.988157
91.0,17.017183
91.25,17.003027
91.5,17.002214
91.75,16.971706
92.0,16.927395
92.25,16.942844
92.5,16.909664
92.75,16.953161
93.0,16.935059
93.25,16.872486
93.5,16.785269
93.75,16.679955
94.0,16.591818
94.25,16.581944
94.5,16.58865
94.75,16.539719
95.0,16.489508
95.25,16.378611
95.5,16.376173
95.75,16.371521
96.0,16.339428
96.25,16.312307
96.5,16.328793
96.75,16.34693
97.0,16.3871
97.25,16.400711
97.5,16.427469
97.75,16.462643
98.0,16.464914
98.25,16.502836
98.5,16.603535
98.75,16.643124
99.0,16.684872
99.25,16.700218
99.5,16.77459
99.75,16.811497
100.0,16.809221
100.25,16.792898
100.5,16.792955
100.75,16.864647
101.0,16.972708
101.25,17.033371
101.5,17.067989
101.75,17.120295
102.0,17.105053
102.25,17.207863
102.5,17.253033
102.75,17.329729
103.0,17.362358
103.25,17.397608
103.5,17.395096
103.75,17.351065
104.0,17.33457
104.25,17.396238
104.5,17.462313
104.75,17.494215
105.0,17.491074
105.25,17.496119
105.5,17.572689
105.75,17.616058
106.0,17.611008
106.25,17.668993
106.5,17.637152
106.75,17.619267
107.0,17.586727
107.25,17.601868
107.5,17.619316
107.75,17.564911
108.0,17.527702
108.25,17.565582
108.5,17.553669
108.75,17.606293
109.0,17.564051
109.25,17.5562
109.5,17.508301
109.75,17.4921
110.0,17.531584
110.25,17.594204
110.5,17.656813
110.75,17.635902
111.0,17.590322
111.25,17.627981
111.5,17.566984
111.75,17.5376
112.0,17.587729
112.25,17.541424
112.5,17.603712
112.75,17.622866
113.0,17.570927
113.25,17.578695
113.5,17.540236
113.75,17.466021
114.0,17.482037
114.25,17.526634
114.5,17.475948
114.75,17.452951
115.0,17.484676
115.25,17.472725
115.5,17.471275
115.75,17.502829
116.0,17.431702
116.25,17.485178
116.5,17.511488
116.75,17.586771
117.0,17.595129
117.25,17.529184
117.5,17.52919
117.75,17.506031
118.0,17.466908
118.25,17.523228
118.5,17.502153
118.75,17.54298
119.0,17.56402
119.25,17.543018
119.5,17.655884
119.75,17.696615
120.0,17.684975
120.25,17.746502
120.5,17.77157
120.75,17.810776
121.0,17.837471
121.25,17.87649
121.5,17.910614
121.75,17.926125
122.0,17.918867
122.25,18.007111
122.5,18.018738
122.75,17.986792
123.0,18.010832
123.25,17.996048
123.5,17.998877
123.75,17.91666
124.0,17.854643
124.25,17.776131
124.5,17.746529
124.75,17.743919
125.0,17.708637
125.25,17.678162
125.5,17.623226
125.75,17.657923
126.0,17.632912
126.25,17.618738
126.5,17.550617
126.75,17.432629
127.0,17.369118
127.25,17.388424
127.5,17.316107
127.75,17.277023
128.0,17.255501
128.25,17.251102
128.5,17.234531
128.75,17.164619
129.0,17.172344
129.25,17.172503
129.5,17.190502
129.75,17.176092
130.0,17.201097
130.25,17.195072
130.5,17.153154
130.75,17.132647
131.0,17.082151
131.25,17.078753
131.5,17.089577
131.75,17.099567
132.0,17.111113
132.25,17.146677
132.5,17.098583
132.75,17.184301
133.0,17.183895
133.25,17.173485
133.5,17.215199
133.75,17.281317
134.0,17.272215
134.25,17.269871
134.5,17.354551
134.75,17.340277
135.0,17.373455
135.25,17.498257
135.5,17.555664
135.75,17.63903
136.0,17.663395
136.25,17.696428
136.5,17.752665
136.75,17.827736
137.0,17.847778
137.25,17.847944
137.5,17.906174
137.75,17.940485
138.0,17.938311
138.25,17.887098
138.5,17.983368
138.75,18.066681
139.0,18.110456
139.25,18.140232
139.5,18.149355
139.75,18.190437
140.0,18.180927
140.25,18.178532
140.5,18.179762
140.75,18.189352
141.0,18.234348
141.25,18.246071
141.5,18.273735
141.75,18.416748
142.0,18.467428
142.25,18.513208
142.5,18.568773
142.75,18.620783
143.0,18.701399
143.25,18.823721
143.5,18.92205
143.75,18.931042
144.0,18.957378
144.25,19.009399
144.5,19.005117
144.75,18.974909
145.0,18.983545
145.25,19.010347
