time,REWS
0.0,18.470228
0.25,18.570406
0.5,18.610018
0.75,18.688303
1.0,18.747366
1.25,18.824112
1.5,18.898067
1.75,18.944271
2.0,18.989609
2.25,18.989012
2.5,18.999853
2.75,18.959694
3.0,18.972887
3.25,18.969549
3.5,18.914461
3.75,18.946423
4.0,18.955835
4.25,18.942001
4.5,18.969456
4.75,18.969425
5.0,18.951212
5.25,18.956379
5.5,18.985243
5.75,18.95628
6.0,18.987328
6.25,18.990435
6.5,18.953442
6.75,18.996864
7.0,19.044371
7.25,19.08638
7.5,19.104776
7.75,19.099449
8.0,19.088642
8.25,19.099882
8.5,19.127949
8.75,19.061687
9.0,18.988115
9.25,18.958158
9.5,18.920685
9.75,18.904713
10.0,18.877188
10.25,18.814941
10.5,18.744967
10.75,18.631887
11.0,18.616619
11.25,18.615671
11.5,18.631256
11.75,18.609894
12.0,18.615273
12.25,18.614691
12.5,18.661167
12.75,18.688255
13.0,18.720634
13.25,18.769352
13.5,18.756006
13.75,18.741545
14.0,18.715832
14.25,18.637712
14.5,18.571049
14.75,18.456484
15.0,18.394613
15.25,18.369284
15.5,18.348774
15.75,18.352541
16.0,18.272934
16.25,18.200655
16.5,18.149599
16.75,18.126842
17.0,18.094912
17.25,18.042305
17.5,18.082922
17.75,18.070387
18.0,18.023914
18.25,17.964449
18.5,17.952621
18.75,17.915726
19.0,17.97105
19.25,17.937319
19.5,17.942921
19.75,18.03303
20.0,18.037071
20.25,18.037937
20.5,18.037951
20.75,18.110939
21.0,18.116631
21.25,18.140066
21.5,18.153862
21.75,18.196405
22.0,18.23674
22.25,18.277847
22.5,18.323662
22.75,18.362642
23.0,18.244133
23.25,18.247564
23.5,18.322147
23.75,18.316845
24.0,18.27219
24.25,18.320042
24.5,18.388046
24.75,18.37018
25.0,18.348843
25.25,18.377342
25.5,18.392441
25.75,18.389563
26.0,18.385838
26.25,18.397442
26.5,18.387356
26.75,18.350012
27.0,18.365252
27.25,18.279736
27.5,18.263865
27.75,18.243484
28.0,18.198996
28.25,18.173241
28.5,18.172844
28.75,18.156599
29.0,18.14962
29.25,18.215103
29.5,18.185265
29.75,18.199478
30.0,18.242708
30.25,18.282856
30.5,18.275393
30.75,18.275919
31.0,18.29734
31.25,18.292862
31.5,18.333925
31.75,18.334936
32.0,18.34358
32.25,18.344139
32.5,18.358406
32.75,18.32011
33.0,18.258986
33.25,18.208996
33.5,18.247564
