time,REWS
0.0,15.487543
0.25,15.502335
0.5,15.501471
0.75,15.472619
1.0,15.488059
1.25,15.483948
1.5,15.485491
1.75,15.56037
2.0,15.644445
2.25,15.660153
2.5,15.662812
2.75,15.659211
3.0,15.650962
3.25,15.625705
3.5,15.577847
3.75,15.579365
4.0,15.506517
4.25,15.459893
4.5,15.47774
4.75,15.498325
5.0,15.494434
5.25,15.521626
5.5,15.552822
5.75,15.543974
6.0,15.560672
6.25,15.609645
6.5,15.688753
6.75,15.796203
7.0,15.938917
7.25,15.987193
7.5,16.030554
7.75,16.086163
8.0,16.182417
8.25,16.208288
8.5,16.251295
8.75,16.220667
9.0,16.203684
9.25,16.190075
9.5,16.264719
9.75,16.388126
10.0,16.440153
10.25,16.492004
10.5,16.481188
10.75,16.52673
11.0,16.558651
11.25,16.588081
11.5,16.66177
11.75,16.755709
12.0,16.906754
12.25,16.98488
12.5,17.015427
12.75,17.058659
13.0,17.091784
13.25,17.0688
13.5,17.023104
13.75,17.052078
14.0,17.034241
14.25,17.059231
14.5,17.104078
14.75,17.113106
15.0,17.1436
15.25,17.162371
15.5,17.159777
15.75,17.19846
16.0,17.141104
16.25,17.038145
16.5,16.999041
16.75,17.005692
17.0,17.020092
17.25,16.970676
17.5,16.963722
17.75,17.001802
18.0,17.035099
18.25,17.012251
18.5,17.032276
18.75,17.107286
19.0,17.194283
19.25,17.296272
19.5,17.388571
19.75,17.498102
20.0,17.612659
20.25,17.743666
20.5,17.86458
20.75,17.952665
21.0,18.063587
21.25,18.084406
21.5,18.070093
21.75,18.112328
22.0,18.224298
22.25,18.308096
22.5,18.405983
22.75,18.457952
23.0,18.578211
23.25,18.662041
23.5,18.738865
23.75,18.763828
24.0,18.806046
24.25,18.887098
24.5,18.890079
24.75,18.934715
25.0,18.940073
25.25,18.890871
25.5,18.945107
25.75,18.902412
26.0,18.891005
26.25,18.846714
26.5,18.81377
26.75,18.855892
27.0,18.912256
27.25,18.962696
27.5,19.034643
27.75,19.114338
28.0,19.182968
28.25,19.212252
28.5,19.227041
28.75,19.233446
29.0,19.266262
29.25,19.292788
29.5,19.350494
29.75,19.442589
30.0,19.533211
30.25,19.626066
30.5,19.721388
30.75,19.799759
31.0,19.894711
31.25,19.95303
31.5,19.957575
31.75,19.993057
32.0,20.057833
32.25,20.04101
32.5,20.089415
32.75,20.155046
33.0,20.119089
33.25,20.063765
33.5,20.066156
33.75,19.976019
34.0,19.978592
34.25,19.937492
34.5,19.888462
34.75,19.875607
35.0,19.845463
35.25,19.858976
35.5,19.874516
35.75,19.863819
36.0,19.853022
36.25,19.782433
36.5,19.757538
36.75,19.685728
37.0,19.559233
37.25,19.45228
37.5,19.445131
37.75,19.423246
38.0,19.424038
38.25,19.383675
38.5,19.361914
38.75,19.325556
39.0,19.245275
39.25,19.224533
39.5,19.17572
39.75,19.153551
40.0,19.056293
40.25,18.96451
40.5,18.871609
40.75,18.797516
41.0,18.756037
41.25,18.655684
41.5,18.594397
41.75,18.446423
42.0,18.339216
42.25,18.185299
42.5,18.032963
42.75,17.89794
43.0,17.852791
43.25,17.799437
43.5,17.634544
43.75,17.528448
44.0,17.446489
44.25,17.337711
44.5,17.223129
44.75,17.148891
45.0,17.041592
45.25,16.995159
45.5,16.915117
45.75,16.835033
46.0,16.812635
46.25,16.787815
46.5,16.78367
46.75,16.686621
47.0,16.708569
47.25,16.643126
47.5,16.589476
47.75,16.533581
48.0,16.522928
48.25,16.522245
48.5,16.532171
48.75,16.490824
49.0,16.485744
49.25,16.537964
49.5,16.511751
49.75,16.506205
50.0,16.555016
50.25,16.588337
50.5,16.606541
50.75,16.676344
51.0,16.723545
51.25,16.751762
51.5,16.834522
51.75,16.878508
52.0,16.892456
52.25,16.908985
52.5,16.981913
52.75,16.990904
53.0,16.992468
53.25,16.987926
53.5,16.999943
53.75,17.032541
54.0,17.083162
54.25,17.102345
54.5,17.088528
54.75,17.079525
55.0,17.082182
55.25,17.089031
55.5,17.10721
55.75,17.129095
56.0,17.21406
56.25,17.244867
56.5,17.286402
56.75,17.327339
57.0,17.317886
57.25,17.370075
57.5,17.387486
57.75,17.363407
58.0,17.349627
58.25,17.391798
58.5,17.454441
58.75,17.490782
59.0,17.478889
59.25,17.549417
59.5,17.608025
59.75,17.630831
60.0,17.689758
60.25,17.744747
60.5,17.757517
60.75,17.731993
61.0,17.65926
61.25,17.638882
61.5,17.666489
61.75,17.655207
62.0,17.669853
62.25,17.722601
62.5,17.780201
62.75,17.863207
63.0,18.003387
63.25,18.11652
63.5,18.25094
63.75,18.387266
64.0,18.425362
64.25,18.486769
64.5,18.568615
64.75,18.648411
65.0,18.698885
65.25,18.763802
65.5,18.825361
65.75,18.840801
66.0,18.852606
66.25,18.959894
66.5,18.981281
66.75,19.015675
67.0,19.091946
67.25,19.079439
67.5,19.116264
67.75,19.144979
68.0,19.20863
68.25,19.21664
68.5,19.19133
68.75,19.220003
69.0,19.156038
69.25,19.139587
69.5,19.104248
69.75,18.993351
70.0,18.910831
70.25,18.881926
70.5,18.847345
70.75,18.830393
71.0,18.820742
71.25,18.806862
71.5,18.785284
71.75,18.791208
72.0,18.810671
72.25,18.829939
72.5,18.806677
72.75,18.757975
73.0,18.775705
73.25,18.754871
73.5,18.77986
73.75,18.749769
74.0,18.747316
74.25,18.77087
74.5,18.736929
74.75,18.723303
75.0,18.730263
75.25,18.729021
75.5,18.639486
75.75,18.507399
76.0,18.454927
76.25,18.438732
76.5,18.409351
76.75,18.310139
77.0,18.222803
77.25,18.226154
77.5,18.243681
77.75,18.205856
78.0,18.122866
78.25,18.099236
78.5,18.056509
78.75,18.015104
79.0,17.9799
79.25,17.895695
79.5,17.868793
79.75,17.848234
80.0,17.726238
80.25,17.64086
80.5,17.60235
80.75,17.552649
81.0,17.504156
81.25,17.478287
81.5,17.474957
81.75,17.484571
82.0,17.5249
82.25,17.511808
82.5,17.512363
82.75,17.571335
83.0,17.709345
83.25,17.782808
83.5,17.787271
83.75,17.773439
84.0,17.74049
84.25,17.719297
84.5,17.634928
84.75,17.517115
85.0,17.492434
85.25,17.461283
85.5,17.451332
85.75,17.424261
86.0,17.469128
86.25,17.477442
86.5,17.44523
86.75,17.438677
87.0,17.491514
87.25,17.497917
87.5,17.52829
87.75,17.588009
88.0,17.621632
88.25,17.640911
88.5,17.631168
88.75,17.601158
89.0,17.613791
89.25,17.59506
89.5,17.549416
89.75,17.507
90.0,17.515503
90.25,17.550032
90.5,17.57905
90.75,17.484035
91.0,17.507805
91.25,17.451277
91.5,17.382633
91.75,17.368668
92.0,17.354488
92.25,17.372997
92.5,17.333042
92.75,17.340786
93.0,17.360767
93.25,17.41268
93.5,17.465174
93.75,17.52487
94.0,17.490379
94.25,17.457632
94.5,17.428926
94.75,17.482603
95.0,17.45023
95.25,17.454744
95.5,17.519638
95.75,17.530878
96.0,17.508911
96.25,17.536898
96.5,17.578671
96.75,17.647924
97.0,17.724621
97.25,17.732796
97.5,17.702415
97.75,17.734327
98.0,17.654146
98.25,17.641932
98.5,17.668968
98.75,17.632298
99.0,17.604698
99.25,17.562849
99.5,17.563698
99.75,17.58618
100.0,17.564157
100.25,17.580841
100.5,17.609623
100.75,17.597542
101.0,17.582098
101.25,17.565329
101.5,17.47949
101.75,17.509321
102.0,17.522259
102.25,17.482983
102.5,17.493761
102.75,17.499819
103.0,17.491232
103.25,17.499819
103.5,17.44241
103.75,17.470081
104.0,17.432045
104.25,17.386745
104.5,17.369184
104.75,17.347258
105.0,17.387241
105.25,17.364552
105.5,17.372351
105.75,17.353046
106.0,17.265638
106.25,17.193218
106.5,17.166376
106.75,17.101986
107.0,17.058165
107.25,17.002268
107.5,16.922672
107.75,16.918226
108.0,16.81778
108.25,16.827709
108.5,16.884684
108.75,16.933105
109.0,17.029522
109.25,17.072838
109.5,17.086269
109.75,17.15221
110.0,17.256298
110.25,17.26594
110.5,17.302191
110.75,17.375238
111.0,17.417261
111.25,17.509228
111.5,17.608025
111.75,17.758682
112.0,17.934671
112.25,18.06605
112.5,18.175383
112.75,18.254053
113.0,18.328585
113.25,18.403261
113.5,18.495571
113.75,18.58831
114.0,18.664461
114.25,18.701591
114.5,18.766926
114.75,18.816776
115.0,18.862326
115.25,18.938032
115.5,19.031967
115.75,19.083591
116.0,19.188959
116.25,19.212799
116.5,19.198378
116.75,19.154165
117.0,19.185944
117.25,19.081751
117.5,18.994759
117.75,18.965813
118.0,18.984953
118.25,18.963766
118.5,18.967218
118.75,18.989817
119.0,18.976341
119.25,18.968557
119.5,18.981752
119.75,19.038816
120.0,19.009789
120.25,18.983919
120.5,18.942251
120.75,18.95578
121.0,18.93429
121.25,18.954079
121.5,18.980947
121.75,19.065466
122.0,19.106722
122.25,19.168406
122.5,19.225216
122.75,19.28941
123.0,19.292269
123.25,19.276697
123.5,19.293224
123.75,19.296007
124.0,19.310051
124.25,19.251375
124.5,19.1938
124.75,19.125954
125.0,19.127417
125.25,19.068012
125.5,19.017292
125.75,18.986113
126.0,18.900368
126.25,18.804825
126.5,18.798401
126.75,18.815586
127.0,18.756382
127.25,18.745367
127.5,18.740728
127.75,18.746758
128.0,18.770054
128.25,18.804976
128.5,18.887266
128.75,18.90299
129.0,18.998341
129.25,19.074434
129.5,19.127748
129.75,19.174681
130.0,19.187075
130.25,19.186228
130.5,19.251028
130.75,19.251774
131.0,19.347897
131.25,19.37483
131.5,19.353682
131.75,19.417986
132.0,19.470552
132.25,19.46331
132.5,19.426451
132.75,19.437717
133.0,19.446863
133.25,19.40793
133.5,19.354065
133.75,19.309052
134.0,19.28355
134.25,19.291555
134.5,19.341335
134.75,19.320028
135.0,19.348812
135.25,19.314819
135.5,19.291918
135.75,19.214176
136.0,19.163189
136.25,19.084141
136.5,18.992487
136.75,18.945524
137.0,18.818531
137.25,18.719406
137.5,18.694206
137.75,18.642244
138.0,18.623932
138.25,18.610807
138.5,18.611874
138.75,18.59264
139.0,18.651426
139.25,18.684492
139.5,18.681116
139.75,18.69076
140.0,18.739416
140.25,18.725929
140.5,18.758133
140.75,18.788544
141.0,18.7521
141.25,18.824078
141.5,18.77569
141.75,18.797937
142.0,18.851946
142.25,18.91003
142.5,18.994871
142.75,19.044205
143.0,19.105768
143.25,19.148554
143.5,19.213568
143.75,19.246761
144.0,19.255011
144.25,19.312326
144.5,19.330112
144.75,19.324251
145.0,19.435333
145.25,19.485737
145.5,19.519978
145.75,19.576496
146.0,19.61824
146.25,19.640448
146.5,19.572235
146.75,19.573589
147.0,19.547754
147.25,19.479221
147.5,19.548107
147.75,19.555037
148.0,19.621138
148.25,19.666878
148.5,19.633278
148.75,19.645271
149.0,19.632488
149.25,19.547823
149.5,19.488014
149.75,19.378063
150.0,19.347967
150.25,19.275545
150.5,19.238432
150.75,19.196741
151.0,19.158672
151.25,19.12056
151.5,19.110163
151.75,19.046186
152.0,19.029345
152.25,19.021441
152.5,19.043894
152.75,19.062185
153.0,19.076309
153.25,19.077602
153.5,19.01922
153.75,18.91238
154.0,18.835196
154.25,18.784351
154.5,18.754246
154.75,18.738356
155.0,18.692837
155.25,18.676155
155.5,18.660749
155.75,18.67812
156.0,18.654137
156.25,18.624212
156.5,18.596275
156.75,18.533419
157.0,18.508886
157.25,18.478745
157.5,18.437933
157.75,18.413395
158.0,18.377481
158.25,18.315773
158.5,18.24754
158.75,18.202681
159.0,18.113779
159.25,18.051722
159.5,18.062023
159.75,18.049715
160.0,18.074108
160.25,18.106987
160.5,18.117044
160.75,18.133984
161.0,18.187277
161.25,18.307692
161.5,18.367979
161.75,18.45507
162.0,18.547426
162.25,18.661587
162.5,18.765251
162.75,18.871607
163.0,18.984665
163.25,19.07844
163.5,19.148775
163.75,19.208273
164.0,19.242701
164.25,19.257626
164.5,19.282907
164.75,19.264191
165.0,19.301394
165.25,19.287598
165.5,19.330511
165.75,19.385334
166.0,19.36978
166.25,19.399328
166.5,19.489929
166.75,19.544899
167.0,19.580446
167.25,19.628225
167.5,19.625233
167.75,19.577011
168.0,19.561268
168.25,19.566853
168.5,19.585861
168.75,19.628609
169.0,19.647274
169.25,19.683849
169.5,19.715473
169.75,19.663837
170.0,19.670563
170.25,19.726562
170.5,19.743433
170.75,19.791771
171.0,19.832203
171.25,19.867905
171.5,19.834412
171.75,19.881975
172.0,19.989799
172.25,19.966578
172.5,19.877199
172.75,19.84096
173.0,19.81098
173.25,19.75654
173.5,19.683313
173.75,19.63249
174.0,19.531693
174.25,19.521452
174.5,19.432177
174.75,19.418465
175.0,19.381279
175.25,19.334778
175.5,19.274054
175.75,19.200006
176.0,19.100382
176.25,19.086159
