time,REWS
0.0,15.586884
0.25,15.605496
0.5,15.618402
0.75,15.633832
1.0,15.67424
1.25,15.695564
1.5,15.70337
1.75,15.735826
2.0,15.696789
2.25,15.721147
2.5,15.77469
2.75,15.769067
3.0,15.760932
3.25,15.781101
3.5,15.803584
3.75,15.855185
4.0,15.949789
4.25,15.987984
4.5,15.999382
4.75,15.982924
5.0,16.001034
5.25,16.001961
5.5,16.082094
5.75,16.108793
6.0,16.099821
6.25,16.154572
6.5,16.15694
6.75,16.193293
7.0,16.24918
7.25,16.238968
7.5,16.286903
7.75,16.242764
8.0,16.243214
8.25,16.283524
8.5,16.377377
8.75,16.392784
9.0,16.411638
9.25,16.391743
9.5,16.426863
9.75,16.452
10.0,16.525095
10.25,16.624868
10.5,16.709772
10.75,16.80829
11.0,16.868328
11.25,16.907808
11.5,16.963673
11.75,17.041897
12.0,17.0907
12.25,17.14489
12.5,17.196529
12.75,17.221449
13.0,17.349133
13.25,17.396778
13.5,17.413893
13.75,17.506243
14.0,17.572731
14.25,17.624388
14.5,17.691624
14.75,17.75153
15.0,17.788078
15.25,17.78454
15.5,17.74045
15.75,17.783651
16.0,17.801291
16.25,17.8288
16.5,17.817583
16.75,17.771465
17.0,17.721241
17.25,17.706053
17.5,17.691965
17.75,17.70784
18.0,17.722601
18.25,17.739676
18.5,17.763021
18.75,17.675795
19.0,17.657454
19.25,17.671577
19.5,17.735334
19.75,17.757391
20.0,17.811239
20.25,17.841002
20.5,17.892807
20.75,17.908627
21.0,17.943754
21.25,18.034109
21.5,18.095686
21.75,18.132013
22.0,18.15938
22.25,18.21269
22.5,18.207893
22.75,18.197657
23.0,18.259541
23.25,18.312616
23.5,18.327913
23.75,18.359344
24.0,18.399214
24.25,18.408335
24.5,18.414082
24.75,18.380266
25.0,18.399836
25.25,18.406731
25.5,18.402119
25.75,18.482485
26.0,18.479315
26.25,18.446068
26.5,18.444481
26.75,18.528757
27.0,18.535101
27.25,18.571522
27.5,18.535898
27.75,18.586945
28.0,18.629601
28.25,18.6469
28.5,18.688431
28.75,18.696318
29.0,18.733431
29.25,18.72072
29.5,18.732594
29.75,18.710684
30.0,18.786184
30.25,18.817783
30.5,18.809578
30.75,18.824682
