time,REWS
0.0,18.282923
0.25,18.292549
0.5,18.272593
0.75,18.247675
1.0,18.253992
1.25,18.220438
1.5,18.204531
1.75,18.136223
2.0,18.102406
2.25,18.008207
2.5,17.996161
2.75,18.021938
3.0,18.065109
3.25,18.044388
3.5,18.112762
3.75,18.188391
4.0,18.179611
4.25,18.170092
4.5,18.167934
4.75,18.216499
5.0,18.252174
5.25,18.250715
5.5,18.189919
5.75,18.159113
6.0,18.209805
6.25,18.281521
6.5,18.374548
6.75,18.413712
7.0,18.450768
7.25,18.467461
7.5,18.441711
7.75,18.468079
8.0,18.501638
8.25,18.484491
8.5,18.459585
8.75,18.478865
9.0,18.469139
9.25,18.516335
9.5,18.526648
9.75,18.451986
10.0,18.417128
10.25,18.42956
10.5,18.409355
10.75,18.388054
11.0,18.320206
11.25,18.234894
11.5,18.243017
11.75,18.243952
12.0,18.226339
12.25,18.176491
12.5,18.071945
12.75,18.018377
13.0,17.977564
13.25,17.95472
13.5,17.927101
13.75,17.825569
14.0,17.771221
14.25,17.70343
14.5,17.629211
14.75,17.602179
15.0,17.531338
15.25,17.498835
15.5,17.547649
15.75,17.595522
16.0,17.650917
16.25,17.684072
16.5,17.736179
16.75,17.756462
17.0,17.717012
17.25,17.717648
17.5,17.799273
17.75,17.858854
18.0,17.955919
18.25,17.973377
18.5,18.072252
18.75,18.132769
19.0,18.127556
19.25,18.165079
19.5,18.141239
19.75,18.111053
20.0,18.087042
20.25,18.067743
20.5,18.003496
20.75,17.923538
21.0,17.920654
21.25,17.83481
21.5,17.850868
21.75,17.874245
22.0,17.847408
22.25,17.848114
22.5,17.807966
22.75,17.772573
23.0,17.778631
23.25,17.807581
23.5,17.843321
23.75,17.907585
24.0,17.912676
24.25,17.908903
24.5,17.924208
24.75,17.921267
25.0,17.893042
25.25,17.925634
25.5,17.918804
25.75,17.883942
26.0,17.813341
26.25,17.715887
26.5,17.6397
26.75,17.672129
27.0,17.624096
27.25,17.603155
27.5,17.54797
27.75,17.432962
28.0,17.339668
28.25,17.33017
28.5,17.272348
28.75,17.19417
29.0,17.113062
29.25,17.103638
29.5,17.139738
29.75,17.172464
30.0,17.145124
30.25,17.180954
30.5,17.144766
30.75,17.179903
31.0,17.281483
31.25,17.270918
31.5,17.342974
31.75,17.326468
32.0,17.319868
32.25,17.262011
32.5,17.35504
32.75,17.375381
33.0,17.346048
33.25,17.344891
33.5,17.350044
33.75,17.351961
34.0,17.341681
34.25,17.372162
34.5,17.367493
34.75,17.386484
35.0,17.426794
35.25,17.382204
35.5,17.347034
35.75,17.407888
36.0,17.4687
36.25,17.514019
36.5,17.523542
36.75,17.521534
37.0,17.503252
37.25,17.513672
37.5,17.559269
37.75,17.586435
38.0,17.643324
38.25,17.606344
38.5,17.586891
38.75,17.560272
39.0,17.548487
39.25,17.558292
39.5,17.584373
39.75,17.560205
40.0,17.550066
40.25,17.496393
40.5,17.480982
40.75,17.516953
41.0,17.459549
