time,REWS
0.0,14.636377
0.25,14.597116
0.5,14.602404
0.75,14.629942
1.0,14.550044
1.25,14.449678
1.5,14.509447
1.75,14.522358
2.0,14.62079
2.25,14.713987
2.5,14.79587
2.75,14.899052
3.0,15.010672
3.25,15.11543
3.5,15.192494
3.75,15.277571
4.0,15.325122
4.25,15.464155
4.5,15.580657
4.75,15.633776
5.0,15.748263
5.25,15.823742
5.5,15.859186
5.75,15.981876
6.0,16.083954
6.25,16.166666
6.5,16.239042
6.75,16.295155
7.0,16.332844
7.25,16.409424
7.5,16.481304
7.75,16.557274
8.0,16.594896
8.25,16.670713
8.5,16.789631
8.75,16.860672
9.0,16.914684
9.25,16.956915
9.5,17.045862
9.75,17.069456
10.0,17.120035
10.25,17.153162
10.5,17.179531
10.75,17.188414
11.0,17.250639
11.25,17.229397
11.5,17.201897
11.75,17.310074
12.0,17.404692
12.25,17.404905
12.5,17.440271
12.75,17.482965
13.0,17.615416
13.25,17.720366
13.5,17.785749
13.75,17.889006
14.0,17.996075
14.25,18.096689
14.5,18.192369
14.75,18.289284
15.0,18.312624
15.25,18.337942
15.5,18.363958
15.75,18.389126
16.0,18.362389
16.25,18.366644
16.5,18.399961
16.75,18.422142
17.0,18.436909
17.25,18.484253
17.5,18.528887
17.75,18.532892
18.0,18.499107
18.25,18.513479
18.5,18.547667
18.75,18.538465
19.0,18.567207
19.25,18.539948
19.5,18.495346
19.75,18.501579
20.0,18.551495
20.25,18.541513
20.5,18.521761
20.75,18.543224
21.0,18.513605
21.25,18.46545
21.5,18.426727
21.75,18.418272
22.0,18.350033
22.25,18.369438
22.5,18.328547
22.75,18.302404
23.0,18.323498
23.25,18.292414
23.5,18.300461
23.75,18.262199
24.0,18.168579
24.25,18.089598
24.5,18.004116
24.75,17.945131
25.0,17.933283
25.25,17.941349
25.5,17.967659
25.75,17.947338
26.0,17.951221
26.25,17.970503
26.5,18.002226
26.75,17.948959
27.0,17.993135
27.25,18.009258
27.5,18.004669
27.75,17.969948
28.0,17.995417
28.25,18.061144
28.5,18.101772
28.75,18.083654
29.0,18.053167
29.25,18.020981
29.5,17.973055
29.75,17.908878
30.0,17.952585
30.25,17.91608
30.5,17.93026
30.75,17.936872
31.0,17.935307
31.25,17.98695
31.5,18.001436
31.75,17.979069
32.0,17.949224
32.25,17.923944
32.5,17.939024
32.75,17.968843
33.0,17.979658
33.25,17.960531
33.5,17.955526
33.75,17.960064
34.0,18.016512
34.25,18.059462
34.5,18.072929
34.75,18.156485
35.0,18.181093
35.25,18.165289
35.5,18.205318
35.75,18.228689
36.0,18.298697
36.25,18.315716
36.5,18.379875
36.75,18.4077
37.0,18.372105
37.25,18.388374
37.5,18.388466
37.75,18.384184
38.0,18.431524
38.25,18.4662
38.5,18.449039
38.75,18.423092
39.0,18.410954
39.25,18.432398
39.5,18.420252
39.75,18.419365
40.0,18.444679
40.25,18.454649
40.5,18.519608
40.75,18.567074
41.0,18.610428
41.25,18.645237
41.5,18.742168
41.75,18.763052
42.0,18.742254
42.25,18.774788
42.5,18.820318
42.75,18.837282
43.0,18.799828
43.25,18.749601
43.5,18.750145
43.75,18.736504
44.0,18.698895
44.25,18.679434
44.5,18.600376
44.75,18.526922
45.0,18.465059
45.25,18.405104
45.5,18.386471
45.75,18.375454
46.0,18.354141
46.25,18.373005
46.5,18.399414
46.75,18.354103
47.0,18.336264
47.25,18.256853
47.5,18.223402
47.75,18.230202
48.0,18.238518
48.25,18.209452
48.5,18.121357
48.75,18.018515
49.0,18.056784
49.25,18.065481
49.5,18.058184
49.75,18.052149
50.0,18.089516
50.25,18.094477
50.5,18.150778
50.75,18.141996
51.0,18.090384
51.25,18.039646
51.5,17.990028
51.75,17.920544
52.0,17.850241
52.25,17.832285
