time,REWS
0.0,16.8883
0.25,16.950495
0.5,17.036572
0.75,17.142126
1.0,17.262381
1.25,17.395704
1.5,17.513958
1.75,17.596487
2.0,17.728828
2.25,17.907927
2.5,18.021482
2.75,18.100174
3.0,18.147184
3.25,18.180357
3.5,18.258623
3.75,18.255754
4.0,18.246916
4.25,18.258186
4.5,18.312458
4.75,18.328564
5.0,18.381918
5.25,18.373896
5.5,18.362654
5.75,18.372707
6.0,18.410873
6.25,18.450857
6.5,18.500177
6.75,18.418688
7.0,18.431664
7.25,18.42038
7.5,18.404129
7.75,18.466749
8.0,18.449078
8.25,18.430597
8.5,18.461071
8.75,18.471785
9.0,18.518047
9.25,18.553404
9.5,18.609512
9.75,18.602966
10.0,18.614069
10.25,18.591803
10.5,18.572357
10.75,18.531103
11.0,18.47085
11.25,18.574865
11.5,18.588573
11.75,18.613453
12.0,18.613976
12.25,18.627869
12.5,18.732744
12.75,18.783226
13.0,18.814774
13.25,18.783583
13.5,18.802643
13.75,18.767962
14.0,18.730322
14.25,18.787418
14.5,18.766361
14.75,18.700588
15.0,18.620417
15.25,18.521582
15.5,18.554533
15.75,18.572643
16.0,18.575211
16.25,18.524115
16.5,18.417168
16.75,18.274393
17.0,18.164036
17.25,18.119734
17.5,18.046986
17.75,18.005104
18.0,17.983568
18.25,17.879633
18.5,17.827051
18.75,17.766642
19.0,17.770044
19.25,17.746929
19.5,17.61095
19.75,17.564194
20.0,17.578911
20.25,17.563757
20.5,17.5026
20.75,17.463005
21.0,17.456881
21.25,17.40457
21.5,17.332054
21.75,17.308096
22.0,17.34128
22.25,17.338518
22.5,17.416132
22.75,17.431913
23.0,17.454176
23.25,17.457062
23.5,17.457073
23.75,17.486956
24.0,17.482832
24.25,17.533245
24.5,17.594158
24.75,17.652872
25.0,17.702032
25.25,17.762356
25.5,17.788807
25.75,17.774467
26.0,17.77492
26.25,17.80114
26.5,17.773815
26.75,17.792084
27.0,17.77223
27.25,17.705973
27.5,17.644524
27.75,17.685524
28.0,17.683186
28.25,17.698166
28.5,17.715712
28.75,17.812963
29.0,17.873642
29.25,17.892002
29.5,17.911095
29.75,17.940273
30.0,17.890739
30.25,17.826849
30.5,17.839514
30.75,17.885769
31.0,17.899515
31.25,17.87513
31.5,17.858271
31.75,17.891823
32.0,17.91984
32.25,17.904577
32.5,17.869366
32.75,17.808393
33.0,17.805555
33.25,17.783173
33.5,17.782362
33.75,17.694029
34.0,17.646244
34.25,17.702145
34.5,17.745548
34.75,17.688803
35.0,17.632576
35.25,17.589539
35.5,17.553537
35.75,17.548437
36.0,17.473007
36.25,17.433037
36.5,17.327669
36.75,17.364023
37.0,17.322119
37.25,17.299971
37.5,17.316904
37.75,17.300974
38.0,17.334045
38.25,17.274223
38.5,17.256149
38.75,17.29003
39.0,17.368221
39.25,17.515362
39.5,17.563295
39.75,17.566011
40.0,17.666151
40.25,17.716572
40.5,17.766079
40.75,17.862339
41.0,17.974855
41.25,18.012562
41.5,18.012157
41.75,18.014374
42.0,18.134813
42.25,18.137173
42.5,18.1954
42.75,18.263664
43.0,18.372152
43.25,18.417938
43.5,18.437605
43.75,18.460279
44.0,18.440222
44.25,18.454935
44.5,18.423132
44.75,18.410603
45.0,18.3932
45.25,18.389103
45.5,18.40233
45.75,18.317255
46.0,18.24284
46.25,18.206215
46.5,18.073179
46.75,18.040989
47.0,17.966055
47.25,17.950607
47.5,17.949286
47.75,17.921461
48.0,17.951998
48.25,17.949886
48.5,17.970224
48.75,17.916567
49.0,17.905334
49.25,17.911404
49.5,17.955244
49.75,17.865358
50.0,17.764399
50.25,17.709278
50.5,17.694408
50.75,17.696943
51.0,17.670197
51.25,17.597084
51.5,17.711754
51.75,17.710239
52.0,17.679241
52.25,17.685591
52.5,17.706825
52.75,17.775368
53.0,17.732325
53.25,17.794743
53.5,17.744015
53.75,17.681282
54.0,17.657084
54.25,17.613609
54.5,17.569239
54.75,17.508987
55.0,17.470295
55.25,17.50605
55.5,17.492691
55.75,17.508375
56.0,17.558071
56.25,17.6203
56.5,17.639715
56.75,17.730314
57.0,17.775867
57.25,17.875608
57.5,17.895351
57.75,17.904284
58.0,17.891346
58.25,17.933296
58.5,17.973408
58.75,17.931639
59.0,17.982424
59.25,18.024967
59.5,17.97053
59.75,17.976786
60.0,17.966547
60.25,17.949345
60.5,17.854223
60.75,17.756466
61.0,17.692282
61.25,17.685026
61.5,17.667986
61.75,17.675722
62.0,17.676826
62.25,17.699255
62.5,17.700119
