time,REWS_WindField,REWS_WindField_shifted,REWS,REWS_f,REWS_b
0.0,17.063248,16.980132,17.038953406012723,17.038953406012723,17.038953406012723
0.01,17.06185844,16.977970000000003,17.038953406012723,17.038953406012723,17.038953406012723
0.02,17.060468880000002,16.975808,17.038953406012723,17.038953406012723,17.038953406012723
0.03,17.059079320000002,16.973646000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.04,17.057689760000002,16.971484,17.038953406012723,17.038953406012723,17.038953406012723
0.05,17.056300200000003,16.969322000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.06,17.054910640000003,16.96716,17.038953406012723,17.038953406012723,17.038953406012723
0.07,17.05352108,16.964998,17.038953406012723,17.038953406012723,17.038953406012723
0.08,17.05213152,16.962836,17.038953406012723,17.038953406012723,17.038953406012723
0.09,17.05074196,16.960674,17.038953406012723,17.038953406012723,17.038953406012723
0.1,17.0493524,16.958512000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.11,17.04796284,16.95635,17.038953406012723,17.038953406012723,17.038953406012723
0.12,17.04657328,16.954188000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.13,17.04518372,16.952026,17.038953406012723,17.038953406012723,17.038953406012723
0.14,17.04379416,16.949864,17.038953406012723,17.038953406012723,17.038953406012723
0.15,17.0424046,16.947702,17.038953406012723,17.038953406012723,17.038953406012723
0.16,17.04101504,16.94554,17.038953406012723,17.038953406012723,17.038953406012723
0.17,17.03962548,16.943378000000003,17.038953406012723,17.038953406012723,17.038953406012723
0.18,17.03823592,16.941216,17.038953406012723,17.038953406012723,17.038953406012723
0.19,17.03684636,16.939054000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.2,17.0354568,16.936892,17.038953406012723,17.038953406012723,17.038953406012723
0.21,17.03406724,16.934730000000002,17.038953406012723,17.038953406012723,17.038953406012723
0.22,17.03267768,16.932568,17.038953406012723,17.038953406012723,17.038953406012723
0.23,17.03128812,16.930406,17.038953406012723,17.038953406012723,17.038953406012723
0.24,17.02989856,16.928244,17.038953406012723,17.038953406012723,17.038953406012723
0.25,17.028509,16.926082,17.058503786653624,17.058503786653624,17.058503786653624
0.26,17.02893564,16.92655164,17.058258038830154,17.058258038830154,17.058258038830154
0.27,17.02936228,16.92702128,17.05801304306929,17.05801304306929,17.05801304306929
0.28,17.02978892,16.92749092,17.057768797195752,17.057768797195752,17.057768797195752
0.29,17.03021556,16.927960560000002,17.057525299040364,17.057525299040364,17.057525299040364
0.3,17.0306422,16.9284302,17.057282546440042,17.057282546440042,17.057282546440042
0.31,17.03106884,16.92889984,17.057040537237782,17.057040537237782,17.057040537237782
0.32,17.03149548,16.929369480000002,17.056799269282628,17.056799269282628,17.056799269282628
0.33,17.03192212,16.92983912,17.056558740429676,17.056558740429676,17.056558740429676
0.34,17.03234876,16.930308760000003,17.05631894854004,17.05631894854004,17.05631894854004
0.35000000000000003,17.0327754,16.9307784,17.05607989148085,17.05607989148085,17.05607989148085
0.36,17.03320204,16.93124804,17.055841567125206,17.055841567125206,17.055841567125206
0.37,17.03362868,16.931717680000002,17.055603973352213,17.055603973352213,17.055603973352213
0.38,17.03405532,16.93218732,17.055367108046916,17.055367108046916,17.055367108046916
0.39,17.03448196,16.932656960000003,17.055130969100297,17.055130969100297,17.055130969100297
0.4,17.0349086,16.9331266,17.05489555440928,17.05489555440928,17.05489555440928
0.41000000000000003,17.03533524,16.93359624,17.054660861876688,17.054660861876688,17.054660861876688
0.42,17.03576188,16.934065880000002,17.054426889411232,17.054426889411232,17.054426889411232
0.43,17.03618852,16.93453552,17.054193634927515,17.054193634927515,17.054193634927515
0.44,17.03661516,16.935005160000003,17.05396109634598,17.05396109634598,17.05396109634598
0.45,17.0370418,16.9354748,17.05372927159293,17.05372927159293,17.05372927159293
0.46,17.03746844,16.93594444,17.05349815860049,17.05349815860049,17.05349815860049
0.47000000000000003,17.03789508,16.936414080000002,17.0532677553066,17.0532677553066,17.0532677553066
0.48,17.03832172,16.93688372,17.053038059654988,17.053038059654988,17.053038059654988
0.49,17.03874836,16.937353360000003,17.052809069595163,17.052809069595163,17.052809069595163
0.5,17.039175,16.937823,17.070341059876846,17.070341059876846,17.070341059876846
0.51,17.03846836,16.939439760000003,17.070113474872183,17.070113474872183,17.070113474872183
0.52,17.03776172,16.94105652,17.069886589342367,17.069886589342367,17.069886589342367
0.53,17.03705508,16.94267328,17.069660401259874,17.069660401259874,17.069660401259874
0.54,17.03634844,16.944290040000002,17.06943490860287,17.06943490860287,17.06943490860287
0.55,17.0356418,16.945906800000003,17.06921010935521,17.06921010935521,17.06921010935521
0.56,17.03493516,16.94752356,17.068986001506424,17.068986001506424,17.068986001506424
0.5700000000000001,17.03422852,16.94914032,17.068762583051686,17.068762583051686,17.068762583051686
0.58,17.03352188,16.950757080000002,17.06853985199181,17.06853985199181,17.06853985199181
0.59,17.032815239999998,16.95237384,17.06831780633324,17.06831780633324,17.06831780633324
0.6,17.0321086,16.9539906,17.06809644408802,17.06809644408802,17.06809644408802
0.61,17.03140196,16.955607360000002,17.067875763273776,17.067875763273776,17.067875763273776
0.62,17.03069532,16.957224120000003,17.067655761913727,17.067655761913727,17.067655761913727
0.63,17.02998868,16.95884088,17.067436438036637,17.067436438036637,17.067436438036637
0.64,17.02928204,16.96045764,17.067217789676825,17.067217789676825,17.067217789676825
0.65,17.028575399999998,16.962074400000002,17.06699981487413,17.06699981487413,17.06699981487413
0.66,17.02786876,16.963691160000003,17.066782511673914,17.066782511673914,17.066782511673914
0.67,17.02716212,16.96530792,17.06656587812703,17.06656587812703,17.06656587812703
0.68,17.02645548,16.96692468,17.066349912289816,17.066349912289816,17.066349912289816
0.6900000000000001,17.02574884,16.968541440000003,17.06613461222409,17.06613461222409,17.06613461222409
0.7000000000000001,17.025042199999998,16.9701582,17.065919975997105,17.065919975997105,17.065919975997105
0.71,17.024335559999997,16.97177496,17.065706001681566,17.065706001681566,17.065706001681566
0.72,17.02362892,16.973391720000002,17.065492687355594,17.065492687355594,17.065492687355594
0.73,17.02292228,16.975008480000003,17.065280031102716,17.065280031102716,17.065280031102716
0.74,17.02221564,16.97662524,17.065068031011865,17.065068031011865,17.065068031011865
0.75,17.021509,16.978242,17.067375530789498,17.067375530789498,17.067375530789498
0.76,17.0215176,16.98250892,17.06760734053571,17.06760734053571,17.06760734053571
0.77,17.021526199999997,16.98677584,17.067838650504314,17.067838650504314,17.067838650504314
0.78,17.021534799999998,16.991042760000003,17.068069461836373,17.068069461836373,17.068069461836373
0.79,17.0215434,16.995309680000002,17.06829977567022,17.06829977567022,17.06829977567022
0.8,17.021552,16.9995766,17.06852959314144,17.06852959314144,17.06852959314144
0.81,17.021560599999997,17.00384352,17.068758915382926,17.068758915382926,17.068758915382926
0.8200000000000001,17.0215692,17.00811044,17.068987743524822,17.068987743524822,17.068987743524822
0.8300000000000001,17.0215778,17.012377360000002,17.069216078694588,17.069216078694588,17.069216078694588
0.84,17.021586399999997,17.01664428,17.069443922016966,17.069443922016966,17.069443922016966
0.85,17.021594999999998,17.0209112,17.069671274614013,17.069671274614013,17.069671274614013
0.86,17.0216036,17.02517812,17.069898137605087,17.069898137605087,17.069898137605087
0.87,17.0216122,17.02944504,17.070124512106876,17.070124512106876,17.070124512106876
0.88,17.021620799999997,17.03371196,17.070350399233384,17.070350399233384,17.070350399233384
0.89,17.0216294,17.03797888,17.07057580009594,17.07057580009594,17.07057580009594
0.9,17.021638,17.0422458,17.07080071580323,17.07080071580323,17.07080071580323
