time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,19.33422722466078,18.52593558316122,19.346903093077245,18.829954536824868,19.917164768930103,19.85074059154325,19.236093965219176,19.095352070544333,18.79133653467859,19.660635883158637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,20.249015557381046,21.25093217138862,22.19188455245043,22.917541482214393,21.70192900022183,20.19139537946251,20.052436748957373,19.651790628296144,19.122151476556823,19.39715240855288,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,17.516147497116602,16.955669445086052,18.433181831116674,18.984201287569867,20.633615746076455,21.103846092608464,21.180960133865437,21.458275534915526,21.371084907872813,21.95727739396005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,19.324987597988063,18.05106760846123,18.502697529134885,18.342151987280644,19.434414786541698,19.222463318000937,18.931086272536415,18.25444971860871,18.310373678462888,18.528674746826642,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,20.558941329246196,20.844535843694228,21.57896508295031,21.495379616678733,21.283180069016186,19.54691500201308,20.758830597050515,21.052690231835786,20.87506218720135,21.10188573550652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,18.531027577837992,19.081950333022988,20.005883407240056,20.199718134337516,17.26236641919943,18.344783671468818,18.04784856008605,17.727905147268594,16.755946267267884,16.35814737545331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,17.613297844218785,16.469165341817504,19.741415401145506,19.94889821643423,20.697159618199663,21.684668569849343,21.491831572431924,21.27654148456909,22.050551198985975,21.773492316247783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,19.07554091980776,19.468297693618894,19.003046003416852,18.407760543015485,17.672763542809648,17.869793991432573,17.834132759520926,17.570034578004428,16.95235294082903,16.423884614219798,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,18.912233767231292,16.87990908118028,18.309559189903826,17.723016010516485,18.507468310484526,17.58799693531753,18.17213067250747,18.18896191997956,18.810357470147533,19.732874417124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,20.538162847685285,21.84356320739129,22.203810924336917,20.791051581669663,20.75694583072993,19.990556652490064,20.08272170644435,20.760054082766366,20.27916747802112,21.095053317280122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,18.43961533393828,17.82275764847459,19.611582280205862,22.021684861181654,23.553391146828186,23.746464034955196,23.406572441669226,22.655216547506626,22.60310635810044,21.791399104103533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,19.265493424183816,17.543056447482737,18.62167670590162,17.777712750184453,18.284228898311405,18.366032788760414,18.36082550550115,18.261104899763136,17.91517858974575,17.5556588020362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,18.334017417494287,18.75618264381447,18.725560009800123,17.05170928240032,16.458284401387257,15.568530568648953,14.3576173542905,15.666210987185751,15.012684840142398,14.459651748160496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,18.967835772398733,19.148141415616635,21.507845674106864,21.938499294232663,24.716708313584657,23.798151151710428,23.013485644723005,22.552645438105756,22.658547563645353,21.993637088447922,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,20.491770380345717,21.297668698564532,19.794921039312722,19.160183639810402,20.01187279437571,19.790176124431408,19.87376223541319,19.72010938886999,19.876620472816782,21.016704075692974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,20.328806001011582,20.266481528899753,19.303395747094488,17.563949213944035,18.94997264243375,18.425669474010707,18.639923715554904,17.329370838773773,17.73843373071296,17.875425503926547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25,2.0,19.972201180971425,21.109049334510956,19.256559579792658,18.537700235190503,20.415768208552304,20.2665315466365,20.917017800265654,20.55126071465792,20.432593594624752,21.620995069982126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.0,21.502606044957016,20.51746540185854,20.645437119842168,20.997110725410366,21.79153919766795,20.83176122245649,20.565476072167876,21.536882695147078,21.939538216594936,20.788999704210188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,19.72202757027417,20.344288526826897,18.522835381371657,17.912667877021715,18.581528512399775,19.656475242133062,19.600206775259668,18.607687997037267,17.96766343397808,16.870764936671275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
