time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,21.449810994693113,21.558425034648334,23.274741902135972,24.092532079858934,23.647302622828157,22.772482035562724,23.00479841793127,22.90811845799582,23.049492134629443,24.000834877168813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,19.675440003334117,21.234795219316467,22.396480267982053,19.535439856790994,18.168842661289766,17.975105982063873,17.5429687150377,17.82018803868279,17.03012855721821,16.65596226196083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,20.094277249304227,20.046626628606788,20.87539509057987,20.984180691877814,21.571845677685136,22.023052194802293,21.698436670801755,20.313752425509733,20.707733622612206,20.33854304604449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,22.699109746841945,20.984346154828437,22.024512807590572,22.94286226939871,22.42267509025429,22.129191520711988,22.95710741162341,22.193861794411077,22.278371726249276,22.981960092981403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,20.092350257845094,20.90745203118891,20.79006025176329,18.586981181540896,18.64074023263244,18.474633973478394,19.164244901263146,18.33707435301007,16.604078080954014,16.275040130235826,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,20.672579787960718,21.030312347109337,21.9955148129147,20.291864337748695,18.49408801427346,20.024060804389748,20.386122479648026,20.064847801493876,19.417592566163957,18.96501146394002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,20.58536064311167,19.905064835932514,20.46812083742154,20.08025369974379,21.743195184992295,21.450762074656406,21.333791893315496,20.4236744685436,21.56226180945749,21.190023149749734,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
