time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,15.555235092629136,14.649618478390112,15.534698973851224,17.21877998263379,17.224349259726285,16.824576139648318,15.569222120149707,16.012290400293786,16.421907577881374,16.096182212965065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,15.833972185670145,16.655679309882803,16.75991436317374,15.33396716506184,14.115624648879837,14.48671955341051,15.475669868497572,15.886004479179118,16.462147209359554,17.540151659013656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,15.788779258520282,14.873083000573033,16.48216894244462,18.522776956483202,18.982102333652143,18.341311964243513,17.211888931973235,17.06833801601687,17.339245915185877,18.335747836397005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,16.489631190447195,15.753966047461827,17.0416641148509,17.243934196091388,16.296922132897997,16.832917339667098,15.756965352736467,15.868767078960673,17.117292250023024,16.631073497981035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,17.228188420183685,17.75997670021214,16.558517537595595,14.34678285207552,14.757876919654292,16.091244176341196,16.480889679823356,16.80541344233817,16.835636271355916,17.338760039330413,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,17.417247886425987,17.1878248076892,16.506717061600618,15.752229424301,14.468368858052168,15.489616055401786,15.748782434032035,15.102512941167957,14.852735740429825,15.92914940483587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,16.502259644531538,15.52965176998637,16.58969198481301,18.50499291572049,17.56764820032075,18.442283087935092,17.963822093826572,18.54802064164311,19.584911048381613,19.46138474900139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,17.619483270458957,17.302228744529405,15.742574293562013,15.746824064558146,15.376445455619264,15.654446724123089,15.551108967820463,15.342204508445517,15.316571234846995,16.533558342734487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,16.13292613430078,17.2152556954696,16.870506870902208,18.070909800993256,17.11323212309773,16.372857474047223,15.926092840428048,16.662808857809118,16.588262984079364,16.579059652172845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,17.563777072630703,15.389620175778887,15.117149052744548,16.025599161617812,16.13176901554557,16.638587549135913,16.978059454925596,16.996388746503317,16.589680500988248,17.012335954667044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,17.225158747217137,16.02882208529641,14.979786029359483,16.17851802522134,18.726628451745693,19.081495592010583,19.3881244407374,18.19017054421548,18.466708600755307,18.404314473782716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,14.228187774264843,16.673610388016385,16.858099580035244,18.449307419989374,16.960645265230422,16.25960191320543,16.266775233794153,17.41149865208683,18.030026867655206,17.909520299851287,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,16.0245909596327,14.710480633138696,15.096901835963576,15.80467997740246,14.080728260888502,14.515781338819766,16.15513882277046,16.534042009589815,16.74155581167946,17.44287566153704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,16.948456664710783,15.085566914632174,13.821828448560474,15.757074133379305,19.47713163049865,20.219882393928774,18.896632620446937,18.905146397992805,18.739268357724608,19.06159925339837,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,17.87459521248242,16.599699358943756,15.574142925149312,14.7881030879733,16.236297568849224,15.382308130064429,15.128093506755205,16.02909323537585,16.20572993183571,15.630474972077804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
