time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,19.07789470183029,18.231209511219266,19.470642277850697,22.75255414133763,25.517424151033538,24.597751753632757,24.457594520392693,22.748782668413373,22.68749936906577,22.834324156363735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,19.128916982811727,21.643119733044884,22.46083147586667,20.622558349761142,19.396834170174312,19.044764859196512,18.237442441737848,19.384207687028308,20.57673183314707,20.615614223039156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,18.33525060929043,18.770907447284532,19.127701602560563,18.986865008715117,19.981515362925094,21.615924274527067,21.355626589845393,22.91914075008762,23.180324887989485,22.886386623132132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,18.24959421124095,18.80193154983821,20.91790836766644,23.35102591381104,24.500663797199664,22.62682097185242,23.006790679867056,21.323864034119968,22.048405520638497,22.278269402606206,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,20.023161264706633,22.15899887014821,22.095086768593077,19.556546954941314,19.715858884245403,20.070417006098626,20.400259882345015,20.314974152339378,20.57013334842846,19.975787723711296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,19.52698950860893,18.141648001104368,18.883003651779724,16.98722548192968,17.72089007680986,17.720620088730676,17.3201127222015,17.012214137641216,16.979948738782472,16.140056643937548,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,17.162810580068214,18.0147780678924,18.154463363649818,18.58533997911286,21.111465657641205,22.50841658468099,22.706585325720496,23.653919599534326,23.77285117108847,23.307848168291294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,19.20794786016909,16.99967083534934,17.612474397280803,17.46090289932281,18.966194273641715,18.724695664437245,18.555664716311174,17.142412390966378,16.447979118009126,16.78121014747515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,18.60624015275461,20.261006788361442,22.46897329962875,22.87135928949224,22.718050912443765,21.525166020817593,21.750372312114223,22.053907181030524,22.1774590970019,22.29034302978909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,19.95056950969783,20.874496858077112,20.76680704634124,20.41427595853375,20.391199854600725,20.357905742835708,21.023892972392137,20.502580744794273,19.79357334360582,19.48210634433448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,17.757253252609598,17.90470990615029,18.63725068323784,20.477906636651795,23.246568162761456,23.234974592610016,24.068770576686642,23.43035609469453,23.24011365810231,23.116825792435183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,19.350872220730473,21.168328594555014,22.249827275777267,21.54499861944956,20.694394274487816,20.822165141821614,21.219092311648275,21.725060796627947,22.044769056579796,21.77009845659067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
