time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,16.457442703927825,15.45046687183466,15.56055949488811,17.668436981549068,18.663135789761657,19.12955361896786,18.19680937261957,17.099046729446414,16.944468267368467,16.64330832953146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,14.688892875029016,14.962984180722025,13.525121883778658,12.84573394595366,13.092690305028086,12.02279516663969,13.006691406248606,14.142296931854602,15.324139521679623,14.940411999362551,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,17.76607933305194,17.506739055302486,16.62509593944369,17.124773323068236,18.162896283369093,17.73380892151977,18.862831770243606,18.57354316427971,18.519649200158778,18.824587024564863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,14.955045050744962,15.706832377459039,16.102585979209593,17.99968774002567,17.87735352473308,17.877072849983,16.691594839527554,16.031182921910176,15.992015769771058,15.989464308066273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,15.074012038885984,14.406165899589183,12.748645894944252,12.041717000275064,13.82094599547672,13.838814375944663,14.207688859231459,14.808730465037694,14.527868820670887,14.653818851392625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,14.235257371714203,15.214390299461277,15.63639632470909,15.000806306974628,14.772371894350266,14.765850075282472,14.311022251940178,14.817668377963841,14.110342688663309,14.564025365219857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,15.47634769081831,16.490566970007837,16.370218304916026,16.909630030283385,18.667118128545695,18.120562518105608,19.47810269003876,19.771246681094752,19.593877271764754,19.488207999280547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
