time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,19.141039229755528,19.11175075038237,21.271045303073613,19.842989013087116,19.691125247552847,19.878290636943618,19.25265389304313,19.33694820562588,19.076785671280184,19.751329423236765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,19.914208589720293,19.99114105852949,20.57323908884559,19.279534691924678,15.297570963542556,15.559745534584573,14.730302480431767,14.509735235035661,15.12087057420506,16.28045294537896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,19.314661888633466,17.88797369910961,18.35398157821631,18.839255376495675,19.746940472057126,19.271132134121668,19.319931876549386,20.542061079323876,20.747095453262055,20.967934563849365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,18.491595035253198,20.32316110395554,20.583142393847897,19.24067996752513,20.031843174785852,19.822266604956315,19.090062485439166,19.28742776641544,19.59944520931427,18.43545219002415,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,20.394146763148473,20.279179810482294,19.201769138512393,15.480285781864069,14.583855768360877,14.91009394615165,15.268638221840936,16.075330204561567,16.95236246757014,17.64036856871685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,20.433349007436966,19.942406462132087,19.776912077354247,19.235506176772198,20.177890975978595,19.019131042638744,17.721825525682032,17.495416387163473,17.641114818785393,17.594463634131525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,18.857009191491603,17.677043819291583,17.897655575734337,18.505503461650946,19.809312596034875,19.611829458235583,20.460167755045514,20.861751222512726,21.438807437227805,20.812338037818513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
