time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,15.541401993445154,16.84077437099931,17.74888643187982,18.041265632312257,16.028105750169434,15.183942732472206,15.081094995177365,15.507965864613784,17.08731713764573,18.043659749743494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,16.771648632364336,18.651625882606293,16.970776213688854,16.507668240688606,17.154923909187335,17.03603764771165,16.63330051814877,17.386143345527326,17.650971469517255,17.652511808678042,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,16.744664389183136,17.390326938793397,16.943613922443184,17.18427111859239,18.195629066533744,17.90770203267711,17.819485015102046,18.85357043704039,19.242977928144025,19.503287850493162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,16.69085545991901,18.195996518587172,18.993840678479405,17.161758462292482,14.930498366994696,15.177714393908833,15.699911453048935,16.437909366814093,18.37737375872539,19.484473013186886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,17.10408736108204,19.04174990938374,17.28216946313523,16.379571662982137,17.623569346500325,17.613744151974373,17.600061855583856,17.67910811796881,17.73618263379821,17.44646337492029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,18.5857043594988,18.248236095893173,18.935677406077527,18.025342529970885,17.56302268658051,16.50665084752726,16.330728497505575,16.205254250533336,16.23875855206575,17.252232597264985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,17.089908594796736,17.902667942539118,16.713438543092387,16.845067968288962,18.015102257960333,18.95085201341966,19.133913651406118,20.292062591819466,20.28776986854059,19.781170164460974,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
