time,beamID,lineOfSightWindSpeed1,isValid1
0.0,1.0,20.354873772087036,1.0
0.02,2.0,19.11649074505301,1.0
0.04,3.0,18.355642389428535,1.0
0.06,4.0,18.645650271740724,1.0
0.08,5.0,18.338326894048578,1.0
0.1,6.0,19.508630753094423,1.0
0.12,7.0,20.672353294517944,1.0
0.14,8.0,19.175205078707258,1.0
0.16,9.0,18.68867277048494,1.0
0.18,10.0,18.478101946933396,1.0
0.2,11.0,18.44004403057362,1.0
0.22,12.0,18.280901144506455,1.0
0.24,13.0,19.324842383347217,1.0
0.26,14.0,0.0,0.0
0.28,15.0,0.0,0.0
0.3,16.0,0.0,0.0
0.32,17.0,0.0,0.0
0.34,18.0,0.0,0.0
0.36,19.0,0.0,0.0
0.38,20.0,0.0,0.0
0.4,21.0,0.0,0.0
0.42,22.0,0.0,0.0
0.44,23.0,0.0,0.0
0.46,24.0,0.0,0.0
0.48,25.0,0.0,0.0
0.5,26.0,0.0,0.0
0.52,27.0,0.0,0.0
0.54,28.0,0.0,0.0
0.56,29.0,0.0,0.0
0.58,30.0,0.0,0.0
0.6,31.0,0.0,0.0
0.62,32.0,0.0,0.0
0.64,33.0,19.705998340244694,1.0
0.66,34.0,20.34261036927523,1.0
0.68,35.0,19.663774198167527,1.0
0.7000000000000001,36.0,20.589639698310727,1.0
0.72,37.0,20.904717842128857,1.0
0.74,38.0,19.987486467741906,1.0
0.76,39.0,20.113917093772077,1.0
0.78,40.0,20.144995767428085,1.0
0.8,41.0,20.15214966695214,1.0
0.8200000000000001,42.0,20.199117668642707,1.0
0.84,43.0,20.263496046433676,1.0
0.86,44.0,19.997919873948412,1.0
0.88,45.0,19.490999004849492,1.0
0.9,46.0,19.595618081231816,1.0
0.92,47.0,19.109090379783865,1.0
0.9400000000000001,48.0,18.510477531349057,1.0
0.96,49.0,19.389084352903847,1.0
0.98,50.0,18.85845676174295,1.0
1.0,1.0,18.923246302181955,1.0
1.02,2.0,18.129988722182038,1.0
1.04,3.0,17.444489863341136,1.0
1.06,4.0,18.616163945333692,1.0
1.08,5.0,18.65258729790031,1.0
1.1,6.0,18.831994303034822,1.0
1.12,7.0,18.47262512534898,1.0
1.1400000000000001,8.0,19.028398208322077,1.0
1.16,9.0,18.82386745388016,1.0
1.18,10.0,19.50485884161066,1.0
1.2,11.0,18.50395913792852,1.0
1.22,12.0,17.89468501562427,1.0
1.24,13.0,18.070588398687757,1.0
1.26,14.0,17.906840904918155,1.0
1.28,15.0,18.329350597302177,1.0
1.3,16.0,16.699361705023804,1.0
1.32,17.0,16.11112052013508,1.0
1.34,18.0,15.87363800675762,1.0
1.36,19.0,16.583718949620334,1.0
1.3800000000000001,20.0,16.046706037438824,1.0
1.4000000000000001,21.0,17.761757379702004,1.0
1.42,22.0,17.839373259701603,1.0
1.44,23.0,19.07490618861002,1.0
1.46,24.0,19.93259923702005,1.0
1.48,25.0,21.312496372949468,1.0
1.5,26.0,20.735777138847716,1.0
1.52,27.0,20.70939589441811,1.0
1.54,28.0,21.180033515513824,1.0
1.56,29.0,20.08242166987076,1.0
1.58,30.0,20.48466120095049,1.0
1.6,31.0,21.175610550705798,1.0
1.62,32.0,20.571427621563743,1.0
1.6400000000000001,33.0,20.438993662735314,1.0
1.6600000000000001,34.0,20.285304775377263,1.0
1.68,35.0,19.67116139196272,1.0
1.7,36.0,20.669626683817196,1.0
1.72,37.0,20.23330897929976,1.0
1.74,38.0,20.519342617989608,1.0
1.76,39.0,20.684284804025552,1.0
1.78,40.0,19.78266329330083,1.0
1.8,41.0,19.246856919029025,1.0
1.82,42.0,19.69856749751581,1.0
1.84,43.0,20.026343465695938,1.0
1.86,44.0,19.588044045873467,1.0
1.8800000000000001,45.0,19.387707143959467,1.0
1.9000000000000001,46.0,19.387149792592165,1.0
1.92,47.0,0.0,0.0
1.94,48.0,0.0,0.0
1.96,49.0,0.0,0.0
1.98,50.0,0.0,0.0
2.0,1.0,0.0,0.0
2.02,2.0,0.0,0.0
2.04,3.0,0.0,0.0
2.06,4.0,0.0,0.0
2.08,5.0,0.0,0.0
2.1,6.0,0.0,0.0
2.12,7.0,0.0,0.0
2.14,8.0,0.0,0.0
2.16,9.0,0.0,0.0
2.18,10.0,0.0,0.0
2.2,11.0,0.0,0.0
2.22,12.0,0.0,0.0
2.24,13.0,0.0,0.0
2.2600000000000002,14.0,0.0,0.0
2.2800000000000002,15.0,0.0,0.0
2.3000000000000003,16.0,0.0,0.0
2.32,17.0,16.684979836354056,1.0
2.34,18.0,15.088044612497319,1.0
2.36,19.0,16.189009790626354,1.0
2.38,20.0,17.716047188195535,1.0
2.4,21.0,18.274670428561972,1.0
2.42,22.0,18.4497580945985,1.0
2.44,23.0,19.123836424063665,1.0
2.46,24.0,19.838404763687493,1.0
2.48,25.0,21.382526572454186,1.0
2.5,26.0,21.434910401623238,1.0
2.52,27.0,21.456693438606536,1.0
2.54,28.0,21.030716032927515,1.0
2.56,29.0,20.34590036032491,1.0
2.58,30.0,20.77704000868268,1.0
2.6,31.0,21.5184044072383,1.0
2.62,32.0,0.0,0.0
2.64,33.0,0.0,0.0
2.66,34.0,0.0,0.0
2.68,35.0,0.0,0.0
2.7,36.0,0.0,0.0
2.72,37.0,0.0,0.0
2.74,38.0,0.0,0.0
2.7600000000000002,39.0,19.599340117258453,1.0
2.7800000000000002,40.0,19.910196218606064,1.0
2.8000000000000003,41.0,19.733775238619835,1.0
2.82,42.0,19.036611602115165,1.0
2.84,43.0,19.506433527165292,1.0
2.86,44.0,19.85894435015554,1.0
2.88,45.0,19.205069213403252,1.0
2.9,46.0,18.649241668741585,1.0
2.92,47.0,17.73478884956849,1.0
2.94,48.0,17.502750608589995,1.0
2.96,49.0,17.671437816473365,1.0
2.98,50.0,17.22456695865749,1.0
3.0,1.0,17.250275303476645,1.0
3.02,2.0,17.607793619724447,1.0
3.04,3.0,16.879792060073346,1.0
3.06,4.0,17.78027125420129,1.0
3.08,5.0,16.95348630290867,1.0
3.1,6.0,17.857493012561118,1.0
3.12,7.0,17.949750002132753,1.0
3.14,8.0,18.480090039254012,1.0
3.16,9.0,19.01989409262358,1.0
3.18,10.0,20.501790727335027,1.0
3.2,11.0,19.55734817518923,1.0
3.22,12.0,18.471348810866033,1.0
3.24,13.0,17.678971432620443,1.0
3.2600000000000002,14.0,0.0,0.0
3.2800000000000002,15.0,0.0,0.0
3.3000000000000003,16.0,0.0,0.0
3.3200000000000003,17.0,0.0,0.0
3.34,18.0,0.0,0.0
3.36,19.0,0.0,0.0
3.38,20.0,0.0,0.0
3.4,21.0,0.0,0.0
3.42,22.0,0.0,0.0
3.44,23.0,0.0,0.0
3.46,24.0,0.0,0.0
3.48,25.0,0.0,0.0
3.5,26.0,0.0,0.0
3.52,27.0,0.0,0.0
3.54,28.0,20.944437811962835,1.0
3.56,29.0,20.88860956950209,1.0
3.58,30.0,21.474940013786387,1.0
3.6,31.0,22.451280929319626,1.0
3.62,32.0,22.434050272799347,1.0
3.64,33.0,21.45149771915713,1.0
3.66,34.0,21.110542043134565,1.0
3.68,35.0,20.167444117577155,1.0
3.7,36.0,20.436038047914952,1.0
3.72,37.0,20.339122764004557,1.0
3.74,38.0,20.30985937647189,1.0
3.7600000000000002,39.0,20.24074539346448,1.0
3.7800000000000002,40.0,19.341115821181557,1.0
3.8000000000000003,41.0,19.723471585304956,1.0
3.8200000000000003,42.0,19.815517097674437,1.0
3.84,43.0,19.233818023066334,1.0
3.86,44.0,19.067355537825424,1.0
3.88,45.0,18.616582290821945,1.0
3.9,46.0,18.796240610691015,1.0
3.92,47.0,17.403315498051864,1.0
3.94,48.0,17.924717484219137,1.0
3.96,49.0,17.257139752306227,1.0
3.98,50.0,17.216137159793153,1.0
4.0,1.0,17.3951454632374,1.0
4.0200000000000005,2.0,17.07259413842218,1.0
4.04,3.0,16.786308064502226,1.0
4.0600000000000005,4.0,16.33726730850911,1.0
4.08,5.0,16.00885166987638,1.0
4.1,6.0,16.23835416759368,1.0
4.12,7.0,17.443828932381614,1.0
4.14,8.0,18.193080434221045,1.0
4.16,9.0,18.840885835850393,1.0
4.18,10.0,20.539524472739686,1.0
4.2,11.0,19.63951990993397,1.0
4.22,12.0,18.18749031662382,1.0
4.24,13.0,17.539379897783085,1.0
4.26,14.0,17.21917535664436,1.0
4.28,15.0,16.727756387024176,1.0
4.3,16.0,16.331312260252286,1.0
4.32,17.0,16.43895341773415,1.0
4.34,18.0,15.424668802361616,1.0
4.36,19.0,16.699219850930323,1.0
4.38,20.0,19.303058142627865,1.0
4.4,21.0,19.878478947977204,1.0
4.42,22.0,19.833120326163655,1.0
4.44,23.0,19.40294922522684,1.0
4.46,24.0,20.03281755109941,1.0
4.48,25.0,21.102149720949058,1.0
4.5,26.0,22.842981435845527,1.0
4.5200000000000005,27.0,22.810318665477205,1.0
4.54,28.0,22.34672245060201,1.0
4.5600000000000005,29.0,21.625967178843474,1.0
4.58,30.0,21.78944364710835,1.0
