time,beamID,lineOfSightWindSpeed1,lineOfSightWindSpeed2,lineOfSightWindSpeed3,lineOfSightWindSpeed4,lineOfSightWindSpeed5,lineOfSightWindSpeed6,lineOfSightWindSpeed7,lineOfSightWindSpeed8,lineOfSightWindSpeed9,lineOfSightWindSpeed10,isValid1,isValid2,isValid3,isValid4,isValid5,isValid6,isValid7,isValid8,isValid9,isValid10
0.0,1.0,16.678114170966346,16.175203426148627,16.56339447763546,18.469750970237886,19.048406990667093,19.54557483995629,18.906930469930174,18.268801890773585,17.680453361674008,17.833110351994936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.25,2.0,15.112176054361438,15.18442917542809,17.23489239007071,17.116655289661768,14.173923313643932,13.311889026565577,13.398300198868451,14.071719766620186,14.06402119601539,13.819403730025211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,4.0,17.5229822498409,17.29150068392223,18.691304921531273,18.56872645383742,19.748226930807533,19.525202982097014,20.037517892096833,19.816315285095136,19.00795087200746,19.157968012154985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,16.124041932393332,17.169464196716632,17.32900339876524,18.75761745075055,18.605118136595635,19.582580444179726,19.146748815729996,18.800037866285347,18.010732949698554,18.077319639271067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.25,2.0,16.346567508265167,16.430655800140936,16.65635779734903,14.149752066488261,14.332256722342876,14.851465665362914,15.340931155402513,15.55648849477904,15.148212355067002,14.834623131740138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.5,3.0,17.747198151464893,16.946396076620076,15.929999699125801,16.707034758444507,16.90034930529075,15.603722988920438,15.888406151860902,15.832666421448728,15.771938602105166,15.366658280160827,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.75,4.0,17.55737393063109,18.777352231149333,19.39075277505329,20.05472606836344,20.12749741142082,19.148737794009055,20.658990556666954,19.442055991550745,19.112223837021233,18.614390432365163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,3.0,18.179988161486055,17.174190044040113,16.959760713319664,17.250968629137763,17.07047632605702,16.331817307245394,16.978032169932018,16.076962127655754,15.271221138732134,15.302406939074208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,1.0,17.971640168957173,18.559035112352557,18.045523798562137,19.55104316813274,19.715155903926256,19.375492454610946,18.89070550156194,18.96144765680998,17.91935988425519,19.321150112550356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.25,2.0,17.079930189295,16.450859912005797,14.572891575581409,14.324482820550362,14.206846145490566,14.237103253187193,14.977442179561246,14.506782681475704,14.662914892035754,14.960371289498871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.75,4.0,17.837359002087084,17.940668697885446,19.368355538934118,20.991680698538072,21.833965328782728,20.641399274484513,20.77665505896734,20.222081639595547,18.625532533838413,18.818415697326195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.0,1.0,18.194222047368402,19.270950954902897,18.909802524550162,19.88517631535332,20.062615754354404,19.83553181057088,19.439025169723173,19.633060436680395,18.378689713140275,18.60063777518352,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.5,3.0,17.807194912254477,17.68636102947942,18.701611599236774,16.577227036160487,14.081853896938789,13.650069982907889,13.524349289356854,13.297539266003204,13.303214761859934,14.24878860499431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4.75,4.0,18.367040782138705,18.544602915811492,20.173807667835202,21.358691680364586,22.496660702195957,21.498461026777505,21.604588874191627,19.783827400452605,18.904207219579778,18.822528723926787,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.25,2.0,16.388049075641273,15.358354536174929,15.28916902404169,14.937342934097543,15.827181452921366,15.42936972421771,15.413580891819644,14.800625728959174,15.74475338220594,15.204294148368247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,18.809502643990843,21.100465330034165,18.88922605705064,18.759265859030524,20.6235710284794,20.56059891832215,20.267899053185033,20.027097672766143,19.251734275706344,19.3501796847244,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.25,2.0,15.762331076112892,14.916559214715747,14.84242103235195,15.039743863224775,16.14588435868952,15.92588401548311,15.739852876868909,15.675681425232396,15.348087801634438,15.60655271035324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.75,4.0,18.130006318875772,19.528437682565166,19.326079785400143,19.676799901676247,21.998385283118584,21.11450239537786,20.415291123349533,19.140745125521615,18.303407308406324,17.691632921635144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,1.0,18.58020438793994,19.751201937875173,18.195976479547824,19.445164629403394,21.439685176018386,21.24918190082826,20.167439954441573,19.694826101853568,18.82297689761749,18.73155258792717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,3.0,16.730312179155852,16.560161480675163,16.51873551775561,15.496511002305454,15.413515940324595,14.630287036733362,13.104805089222,12.90507114067471,14.171950509067985,15.962367498700441,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
7.75,4.0,18.938359864778164,19.143970036507405,18.619684349771468,20.04724756955513,20.30650420811718,20.263768604760457,19.13027413352096,18.26485127745691,16.549205042498244,16.165659446741493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,1.0,18.405222832676237,18.623232606280723,18.194461970475846,20.62301059970619,21.10529875799091,20.61650328797404,19.88776628407282,19.38256239106019,18.42763686560576,19.06266297047535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.25,2.0,15.144941696838261,15.120276114378479,13.742408931745707,13.881754673501085,14.320423422113034,14.579776010852797,15.568452633953678,14.860176857463104,13.894316809347655,14.531441808778967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,4.0,18.36317113442619,18.69240347343717,18.669422134329853,20.262592216125736,20.2189802297867,18.917662346126907,17.597270835800412,17.14285080692375,16.482454234671753,15.887163211887154,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.0,1.0,18.25077299343674,18.550798807661366,19.070649081933446,19.92524227639382,21.10451715334428,19.937711747605203,19.426159242895626,19.87486233339196,19.455303492614338,19.83630327056833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.5,3.0,15.904712786184506,14.872439859605135,16.07442105542158,14.63509101544899,15.300812546904321,13.737348549889646,13.19376804800463,14.472908046426017,14.792653038427947,15.644509663294835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
9.75,4.0,18.01412319724874,17.80724718583243,18.4762566675244,21.211854519095784,19.46702705036628,17.72186740904828,16.120318286554824,16.602174737150474,16.839714735520847,16.312550199476355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.5,3.0,15.779019951002246,14.380387874054703,14.812861093286555,13.720120652209953,14.683601284541643,14.517139425074186,13.567821684069848,14.748546556064317,14.966845523890955,15.492649397254693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.0,1.0,18.118002464176715,18.3660976497938,18.990369064385117,19.61698545660922,19.658508102124028,18.634843115645,20.517635568308695,20.801384697362426,19.229054530030403,18.830925867144483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.25,2.0,13.70919482114682,13.632465688558323,14.574668592197838,15.687526785558081,14.037676953551852,14.068573184575833,13.238079742449571,13.9371127505511,13.73015997831634,14.706052353348106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
